RedFighter,BlueFighter,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsBySubmission,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsBySubmission,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,Finish,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedWinsByDecision,RedWinsByKOTKO,BlueWinsByDecision,BlueWinsByKOTKO,RedUFC_Debut,BlueUFC_Debut,RedDaysSinceLastFight,BlueDaysSinceLastFight,RedCurrELO,BlueCurrELO,ExpectedValueDiff,CurrentLoseStreakDiff,CurrentWinStreakDiff,DrawsDiff,AvgSigStrLandedDiff,AvgSubAttDiff,AvgTDLandedDiff,LossesDiff,TotalRoundsFoughtDiff,TotalTitleBoutsDiff,WinsBySubmissionDiff,WinsDiff,HeightCmsDiff,ReachCmsDiff,WeightLbsDiff,AgeDiff,WinsByDecisionDiff,WinsByKOTKODiff,UFC_DebutDiff,DaysSinceLastFightDiff,CurrELODiff
Yan Cabral,Naoyuki Kotani,0.5181820538874052,0.48181794611259476,2014-10-25,"Rio de Janeiro, Brazil", Brazil,1,0,Lightweight,MALE,3,3,0,0,10.5,0.175,0.5,0.125,0.05,3,7,0,0,0,Southpaw,172.72,167.64,155,1,0,0,6.4472249999999995,0.13999999999999999,0.16770625,0.5566666666666666,0.09970000000000001,1,6,0,0,1,Orthodox,180.34,185.42,155,31,32,SUB,2.0,3:06,486.0,1,0,0,0,0,0,168,98,1498.8016029936932,1486.1618445631302,0.03636410777481047,-2,0,0,-4.0527750000000005,-0.33229375,0.43166666666666664,-2,-1,0,0,1,7.6200000000000045,17.78,0,-1,1,0,0,70,12.639758430563006
Scott Jorgensen,Wilson Reis,0.4503568632107079,0.5496431367892921,2014-10-25,"Rio de Janeiro, Brazil", Brazil,0,0,Flyweight,MALE,3,0,1,0,6.257272727272727,0.09458333333333334,0.023076923076923075,0.6071428571428571,0.10180000000000002,1,9,0,0,2,Southpaw,162.56,165.1,125,0,1,0,7.329185365853658,0.09583333333333334,0.027962790697674416,0.29567272727272725,0.10857777777777776,5,21,0,1,4,Orthodox,165.1,167.64,135,32,29,SUB,1.0,3:28,208.0,2,1,2,0,0,0,140,63,1482.3906705866082,1517.000280142816,-0.09928627357858422,0,0,0,1.0719126385809314,0.004885867620751341,-0.31147012987012984,4,12,0,1,2,2.539999999999992,2.539999999999992,10,3,0,1,0,77,-34.60960955620794
Felipe Arantes,Andre Fili,0.5240803878555323,0.47591961214446765,2014-10-25,"Rio de Janeiro, Brazil", Brazil,0,0,Featherweight,MALE,3,1,0,0,11.416666666666666,0.13799999999999998,0.05,0.2222222222222222,0.134,1,5,0,0,1,Orthodox,180.34,187.96,145,0,1,0,7.411904761904762,0.12436363636363637,0.026086956521739136,0.13194583333333335,0.04972000000000001,3,16,0,0,3,Orthodox,172.72,185.42,135,26,24,DEC,3.0,5:00,900.0,2,1,0,1,0,0,252,182,1515.3634299534872,1498.6177076145093,0.048160775711064696,-1,1,0,-4.004761904761904,-0.023913043478260867,-0.09027638888888886,2,11,0,0,2,-7.6200000000000045,-2.5400000000000205,-10,2,2,0,0,70,16.745722338977885
Gilbert Burns,Christos Giagos,0.5230095872975623,0.4769904127024377,2014-10-25,"Rio de Janeiro, Brazil", Brazil,1,0,Lightweight,MALE,3,0,0,0,20.5,0.44,0.4,1.14645,0.3385,0,0,0,0,0,Orthodox,177.8,180.34,155,0,1,0,20.683349999999997,0.23,0.11388333333333334,0.2525,0.0674,0,3,0,0,1,Orthodox,177.8,180.34,155,28,24,SUB,1.0,4:57,297.0,1,0,0,0,0,1,91,60,1516.0,1500.0,0.04601917459512461,0,1,0,0.18334999999999724,-0.2861166666666667,-0.89395,0,3,0,0,1,0.0,0.0,0,4,1,0,-1,31,16.0
Fabricio Camoes,Anthony Rocco Martin,0.5064581246289094,0.4935418753710906,2014-10-25,"Rio de Janeiro, Brazil", Brazil,0,0,Lightweight,MALE,3,2,0,0,6.416666666666667,0.12285714285714286,0.175,0.23849444444444443,0.04585,2,5,0,0,0,Orthodox,182.88,185.42,170,2,0,0,3.90625,0.10194117647058823,0.38426111111111116,0.6491210526315789,0.1234,4,10,0,1,1,Orthodox,177.8,185.42,155,35,24,SUB,1.0,4:16,256.0,0,0,0,0,0,0,301,63,1473.217877525846,1468.730063324504,0.012916249257818757,0,0,0,-2.510416666666667,0.20926111111111118,0.4106266081871345,2,5,0,1,1,-5.079999999999984,0.0,-15,11,0,0,0,238,4.487814201341962
Rory MacDonald,Tarec Saffiedine,0.5868891620384791,0.4131108379615209,2014-10-04,"Halifax, Nova Scotia, Canada", Canada,1,0,Welterweight,MALE,5,0,1,0,20.683349999999997,0.23,0.11388333333333334,0.2525,0.0674,0,5,0,0,1,Switch,177.8,177.8,170,0,2,0,7.029856097560976,0.10038095238095239,0.1833813953488372,0.5324772727272727,0.10124444444444444,2,25,0,1,8,Orthodox,182.88,193.04,170,25,28,KO/TKO,3.0,1:28,688.0,5,2,1,0,0,0,112,273,1578.4942156711113,1517.498415382992,0.17377832407695815,0,1,0,-13.65349390243902,0.06949806201550388,0.27997727272727274,2,20,0,1,7,5.079999999999984,15.23999999999998,0,-3,4,2,0,-161,60.9958002881192
Raphael Assuncao,Bryan Caraway,0.5435043554011406,0.4564956445988594,2014-10-04,"Halifax, Nova Scotia, Canada", Canada,1,0,Bantamweight,MALE,3,0,2,0,5.031747619047619,0.08813636363636364,0.19130434782608696,0.5173625000000001,0.11919999999999999,1,13,0,4,4,Orthodox,172.72,172.72,135,0,6,0,6.327958064516129,0.10334375,0.028281818181818182,0.18970588235294117,0.031342857142857145,1,17,0,1,6,Orthodox,165.1,167.64,135,32,30,DEC,3.0,5:00,900.0,4,1,0,0,0,0,224,119,1578.1829583041672,1547.876402156498,0.08700871080228123,0,4,0,1.2962104454685104,-0.16302252964426878,-0.3276566176470589,0,4,0,-3,2,-7.6200000000000045,-5.0800000000000125,0,2,4,1,0,105,30.3065561476692
Chad Laprise,Yosdenis Cedeno,0.5219520991413947,0.47804790085860527,2014-10-04,"Halifax, Nova Scotia, Canada", Canada,1,0,Lightweight,MALE,3,0,1,0,7.75,0.10714285714285714,0.05,0.12738333333333332,0.033850000000000005,1,4,0,0,1,Orthodox,172.72,175.26,155,0,1,0,20.683349999999997,0.23,0.11388333333333334,0.2525,0.0674,0,3,1,0,1,Orthodox,177.8,180.34,170,28,29,DEC,3.0,5:00,900.0,1,0,0,1,0,0,171,80,1516.0,1500.736306793522,0.043904198282789464,0,0,0,12.933349999999997,0.06388333333333333,0.12511666666666668,-1,-1,1,0,0,5.0800000000000125,5.0800000000000125,15,-1,1,-1,0,91,15.26369320647791
Elias Theodorou,Bruno Santos,0.5204954503733852,0.4795045496266148,2014-10-04,"Halifax, Nova Scotia, Canada", Canada,1,0,Middleweight,MALE,3,0,1,0,4.398808333333333,0.13999999999999999,0.1637625,0.23111111111111113,0.04125,1,6,0,0,1,Orthodox,175.26,175.26,185,0,1,0,14.39285,0.24,0.10336666666666666,0.27,0.0665,0,2,1,0,1,Orthodox,185.42,190.5,185,26,27,DEC,3.0,5:00,900.0,0,1,1,0,0,0,171,91,1516.0,1501.7503177905105,0.040990900746770365,0,0,0,9.994041666666666,-0.06039583333333334,0.03888888888888889,-1,-4,1,0,0,10.159999999999997,15.240000000000009,0,-1,-1,1,0,80,14.249682209489492
Nordine Taleb,Li Jingliang,0.5,0.5,2014-10-04,"Halifax, Nova Scotia, Canada", Canada,1,0,Welterweight,MALE,3,0,1,0,20.683349999999997,0.23,0.11388333333333334,0.2525,0.0674,0,3,0,0,1,Orthodox,182.88,180.34,170,0,1,0,14.39285,0.24,0.10336666666666666,0.27,0.0665,0,3,0,0,1,Orthodox,185.42,187.96,170,33,26,DEC,,,,1,0,1,0,0,0,171,133,1516.0,1516.0,0.0,0,0,0,-6.290499999999998,-0.010516666666666674,0.017500000000000016,0,0,0,0,0,2.539999999999992,7.6200000000000045,0,7,0,0,0,38,0.0
Mitch Gagnon,Roman Salazar,0.5467474115944125,0.45325258840558746,2014-10-04,"Halifax, Nova Scotia, Canada", Canada,1,0,Bantamweight,MALE,3,0,0,0,7.83,0.44,0.3,1.0,0.327,0,0,0,0,0,Orthodox,170.18,170.18,135,0,3,0,4.40604375,0.10135294117647059,0.08148333333333332,0.16666842105263158,0.043,1,8,0,2,3,Southpaw,165.1,165.1,135,29,26,SUB,1.0,2:06,126.0,1,0,0,0,0,1,171,60,1532.5785771067567,1500.0,0.09349482318882507,0,3,0,-3.42395625,-0.21851666666666666,-0.8333315789473684,1,8,0,2,3,-5.0800000000000125,-5.0800000000000125,0,3,1,0,-1,111,32.57857710675671
Daron Cruickshank,Anthony Njokuani,0.5556085579537412,0.4443914420462588,2014-10-04,"Halifax, Nova Scotia, Canada", Canada,1,0,Lightweight,MALE,3,1,0,0,15.096235483870966,0.09665625,0.04090909090909091,0.1910720588235294,0.10701428571428571,4,20,0,0,3,Orthodox,185.42,190.5,155,1,0,0,7.1751305555555565,0.09905405405405404,0.018673684210526315,0.3032653846153846,0.0680625,3,19,0,0,5,Switch,172.72,182.88,155,29,34,DEC,3.0,5:00,900.0,2,3,2,1,0,0,70,133,1526.5770410094897,1487.775745149936,0.1112171159074824,0,0,0,-7.92110492831541,-0.022235406698564594,0.1121933257918552,-1,-1,0,0,2,-12.699999999999989,-7.6200000000000045,0,-5,0,2,0,-63,38.80129585955365
Olivier Aubin-Mercier,Jake Lindsey,0.49999793192269915,0.5000020680773009,2014-10-04,"Halifax, Nova Scotia, Canada", Canada,1,0,Lightweight,MALE,3,1,0,0,20.5,0.22,0.13333333333333333,0.2866125,0.06770000000000001,1,3,0,0,0,Switch,180.34,180.34,155,1,0,0,20.683349999999997,0.23,0.11388333333333334,0.2525,0.0674,1,3,1,0,0,Southpaw,175.26,177.8,155,25,28,SUB,2.0,3:22,502.0,0,0,0,0,0,0,171,119,1484.0,1484.001437047296,-4.136154601708242e-06,0,0,0,0.18334999999999724,-0.019449999999999995,-0.03411249999999999,0,0,1,0,0,-5.0800000000000125,-2.539999999999992,0,-3,0,0,0,52,-0.0014370472958944447
Jason Saggo,Paul Felder,0.5230095872975623,0.4769904127024377,2014-10-04,"Halifax, Nova Scotia, Canada", Canada,0,0,Lightweight,MALE,3,0,0,0,20.5,0.44,0.4,1.14645,0.3385,0,0,0,0,0,Orthodox,180.34,177.8,155,0,1,0,20.5,0.22,0.13333333333333333,0.2866125,0.06770000000000001,0,1,0,0,1,Orthodox,180.34,180.34,155,28,30,DEC,3.0,5:00,900.0,0,1,0,0,0,1,112,60,1516.0,1500.0,0.04601917459512461,0,1,0,0.0,-0.2666666666666667,-0.8598375,0,1,0,0,1,0.0,2.539999999999992,0,-2,0,1,-1,52,16.0
Paddy Holohan,Chris Kelades,0.5230091583927585,0.4769908416072415,2014-10-04,"Halifax, Nova Scotia, Canada", Canada,0,0,Flyweight,MALE,3,0,0,0,5.96,0.443,0.5,1.3,0.333,0,0,0,0,0,Orthodox,170.18,172.72,125,0,1,0,5.96,0.2215,0.16666666666666666,0.325,0.0666,0,1,0,1,1,Orthodox,177.8,175.26,125,26,33,DEC,3.0,5:00,900.0,0,0,0,0,0,1,77,60,1515.9997013339241,1500.0,0.046018316785517044,0,1,0,0.0,-0.33333333333333337,-0.9750000000000001,0,1,0,1,1,7.6200000000000045,2.539999999999992,0,-7,0,0,-1,17,15.999701333924122
Albert Tumenov,Matt Dwyer,0.5007952489856926,0.4992047510143074,2014-10-04,"Halifax, Nova Scotia, Canada", Canada,1,0,Welterweight,MALE,3,0,0,0,20.683349999999997,0.46,0.34165,1.01,0.337,0,0,0,0,0,Orthodox,193.04,193.04,170,0,1,0,8.780558333333333,0.13,0.04270625,0.2233333333333333,0.13369999999999999,1,4,0,0,1,Orthodox,180.34,185.42,170,22,24,KO/TKO,1.0,1:03,63.0,0,1,0,0,0,1,147,60,1500.5525960599255,1500.0,0.0015904979713852185,0,1,0,-11.902791666666664,-0.29894375,-0.7866666666666667,1,4,0,0,1,-12.699999999999989,-7.6200000000000045,0,-2,0,1,-1,87,0.5525960599254631
Gunnar Nelson,Rick Story,0.531850879203712,0.468149120796288,2014-10-04,"Stockholm, Sweden", Sweden,0,0,Welterweight,MALE,5,0,1,0,8.391281967213114,0.08132258064516129,0.28807619047619043,0.5591125,0.12636923076923076,6,41,0,2,10,Southpaw,175.26,180.34,170,0,4,0,3.83083125,0.16529411764705884,0.24073888888888886,0.2643842105263158,0.14765,0,7,0,3,4,Switch,180.34,182.88,170,26,30,DEC,5.0,5:00,1500.0,1,0,6,2,0,0,77,80,1560.013367828028,1537.8511000630756,0.06370175840742398,0,3,0,-4.560450717213114,-0.04733730158730157,-0.29472828947368424,-6,-34,0,1,-6,5.0800000000000125,2.539999999999992,0,-4,-5,-2,0,-3,22.162267764952503
Akira Corassani,Max Holloway,0.47918892163841614,0.5208110783615838,2014-10-04,"Stockholm, Sweden", Sweden,0,0,Featherweight,MALE,3,0,3,0,11.48400243902439,0.07909523809523808,0.015116279069767442,0.022727272727272728,0.007555555555555556,3,23,0,1,6,Orthodox,180.34,175.26,155,1,0,0,8.52083125,0.11476470588235294,0.022222222222222223,0.14035263157894737,0.03075,1,9,0,0,3,Orthodox,172.72,172.72,145,32,22,KO/TKO,1.0,3:11,191.0,2,0,2,3,0,0,171,42,1532.3072447487275,1546.7766226064923,-0.04162215672316766,1,-3,0,-2.96317118902439,0.007105943152454781,0.11762535885167463,-2,-14,0,-1,-3,-7.6200000000000045,-2.539999999999992,-10,10,0,-3,0,129,-14.469377857764812
Ilir Latifi,Jan Blachowicz,0.5248235489518313,0.47517645104816875,2014-10-04,"Stockholm, Sweden", Sweden,0,0,Light Heavyweight,MALE,3,0,0,0,17.0,0.49,0.2,0.83165,0.303,0,0,0,0,0,Orthodox,187.96,198.12,205,0,2,0,4.0,0.06083333333333333,0.0923076923076923,0.20226071428571427,0.08653333333333334,1,5,0,1,2,Orthodox,177.8,185.42,205,31,31,KO/TKO,1.0,1:58,118.0,0,1,0,0,0,1,77,60,1517.26336164003,1500.0,0.04964709790366251,0,2,0,-13.0,-0.10769230769230771,-0.6293892857142858,1,5,0,1,2,-10.159999999999997,-12.700000000000017,0,0,0,1,-1,17,17.263361640030098
Niklas Backstrom,Mike Wilkinson,0.5231400214670362,0.4768599785329638,2014-10-04,"Stockholm, Sweden", Sweden,0,0,Featherweight,MALE,3,1,0,0,12.416666666666666,0.11,0.05,0.23849444444444443,0.041850000000000005,1,4,0,0,1,Switch,170.18,172.72,145,0,1,0,13.5,0.223,0.13333333333333333,0.25,0.068,0,1,0,1,1,Orthodox,185.42,187.96,145,25,27,KO/TKO,1.0,1:19,79.0,0,0,1,0,0,0,126,483,1516.8271351831963,1500.736306793522,0.046280042934072396,-1,1,0,1.083333333333334,0.08333333333333333,0.011505555555555574,-1,-3,0,1,0,15.23999999999998,15.240000000000009,0,-2,-1,0,0,-357,16.090828389674243
Magnus Cedenblad,Scott Askham,0.524944205422431,0.47505579457756897,2014-10-04,"Stockholm, Sweden", Sweden,1,0,Middleweight,MALE,3,0,0,0,14.39285,0.48,0.3101,1.08,0.3325,0,0,0,0,0,Southpaw,190.5,190.5,185,0,2,0,2.9902590909090905,0.15,0.17770000000000002,0.07714285714285715,0.022166666666666668,1,5,0,2,2,Orthodox,195.58,200.66,185,32,26,DEC,3.0,5:00,900.0,0,0,0,0,0,1,126,60,1517.3474105181922,1500.0,0.04988841084486206,0,2,0,-11.40259090909091,-0.13239999999999996,-1.002857142857143,1,5,0,2,2,5.0800000000000125,10.159999999999997,0,6,0,0,-1,66,17.34741051819219
Nico Musoke,Alexander Yakovlev,0.5437294563739202,0.45627054362607977,2014-10-04,"Stockholm, Sweden", Sweden,1,0,Welterweight,MALE,3,1,0,0,20.683349999999997,0.23,0.11388333333333334,0.2525,0.0674,1,3,0,0,0,Southpaw,190.5,187.96,155,1,0,0,4.990259090909091,0.12041666666666667,0.13923846153846153,0.2557142857142857,0.13549999999999998,1,7,0,1,2,Orthodox,182.88,190.5,170,28,30,DEC,,,,1,0,0,0,0,0,98,126,1515.3505580701735,1484.88638632985,0.08745891274784046,0,0,0,-15.693090909090905,0.025355128205128197,0.003214285714285725,0,4,0,1,2,-7.6200000000000045,2.539999999999992,15,-2,1,0,0,-28,30.464171740323536
Dennis Siver,Charles Rosa,0.5646224946852183,0.4353775053147817,2014-10-04,"Stockholm, Sweden", Sweden,1,0,Featherweight,MALE,3,0,0,0,13.5,0.446,0.4,1.0,0.34,0,0,0,0,0,Switch,175.26,175.26,145,2,0,0,6.568443902439024,0.06930952380952381,0.051760465116279075,0.08224545454545454,0.04277777777777778,7,39,0,2,10,Orthodox,167.64,177.8,145,35,28,DEC,3.0,5:00,900.0,5,3,0,0,0,1,455,60,1545.1568759950944,1500.0,0.1292449893704366,2,0,0,-6.931556097560976,-0.34823953488372095,-0.9177545454545455,7,39,0,2,10,-7.6200000000000045,2.5400000000000205,0,7,5,3,-1,395,45.156875995094424
Cathal Pendred,Gasan Umalatov,0.5256364918015348,0.4743635081984652,2014-10-04,"Stockholm, Sweden", Sweden,1,0,Welterweight,MALE,3,0,1,0,9.113891666666666,0.1285714285714286,0.04270625,0.33444444444444443,0.058699999999999995,1,6,0,0,1,Orthodox,180.34,180.34,170,0,1,0,14.39285,0.24,0.10336666666666666,0.27,0.0665,0,2,0,1,1,Orthodox,185.42,190.5,170,27,32,DEC,3.0,5:00,900.0,0,0,1,0,0,0,77,126,1516.0,1498.1703056787997,0.051272983603069644,0,0,0,5.278958333333334,0.06066041666666666,-0.06444444444444442,-1,-4,0,1,0,5.079999999999984,10.159999999999997,0,-5,-1,0,0,-49,17.82969432120035
Tor Troeng,Krzysztof Jotko,0.4782292364774106,0.5217707635225894,2014-10-04,"Stockholm, Sweden", Sweden,0,0,Middleweight,MALE,3,1,0,0,5.232141666666666,0.12,0.0387625,0.23111111111111113,0.05825,1,5,0,0,1,Southpaw,185.42,195.58,185,2,0,0,2.5357136363636363,0.12916666666666668,0.13923846153846153,0.1842857142857143,0.12216666666666667,2,7,0,1,1,Orthodox,187.96,195.58,185,31,25,DEC,3.0,5:00,900.0,0,0,1,0,0,0,77,126,1484.155684271059,1499.2931312388407,-0.04354152704517883,1,0,0,-2.69642803030303,0.10047596153846153,-0.046825396825396826,1,2,0,1,0,2.5400000000000205,0.0,0,6,-1,0,0,-49,-15.13744696778167
Mairbek Taisumov,Marcin Bandel,0.49886049956096484,0.5011395004390351,2014-10-04,"Stockholm, Sweden", Sweden,1,0,Lightweight,MALE,3,0,0,0,20.5,0.44,0.4,1.14645,0.3385,0,0,0,0,0,Orthodox,177.8,177.8,155,1,0,0,8.916666666666666,0.11571428571428573,0.05,0.6829388888888889,0.10485,1,6,0,0,1,Orthodox,175.26,185.42,155,26,24,KO/TKO,1.0,1:01,61.0,1,0,0,0,0,1,195,60,1499.2081926246776,1500.0,-0.0022790008780702586,1,0,0,-11.583333333333334,-0.35000000000000003,-0.4635111111111111,1,6,0,0,1,-2.5400000000000205,7.619999999999976,0,2,1,0,-1,135,-0.791807375322378
Zubaira Tukhugov,Ernest Chavez,0.5219921654355343,0.4780078345644657,2014-10-04,"Stockholm, Sweden", Sweden,1,0,Featherweight,MALE,3,1,0,0,8.083333333333334,0.12714285714285714,0.05,0.3496055555555555,0.13385,1,6,0,0,1,Orthodox,172.72,177.8,145,0,1,0,13.5,0.223,0.13333333333333333,0.25,0.068,0,3,0,0,1,Orthodox,172.72,172.72,145,23,31,KO/TKO,1.0,4:21,261.0,1,0,1,0,0,0,231,126,1516.0,1500.7084120132135,0.04398433087106857,-1,1,0,5.416666666666666,0.08333333333333333,-0.0996055555555555,-1,-3,0,0,0,0.0,-5.0800000000000125,0,-8,0,0,0,105,15.291587986786453
Demetrious Johnson,Chris Cariaso,0.5766440207006376,0.4233559792993624,2014-09-27,"Las Vegas, Nevada, USA", USA,1,1,Flyweight,MALE,5,0,3,0,10.608232608695653,0.09812765957446809,0.04183125000000001,0.17650000000000002,0.05372,3,29,0,0,7,Southpaw,160.02,160.02,125,0,6,0,10.569565853658537,0.09933333333333333,0.023448837209302326,0.9858568181818183,0.09886666666666666,2,38,6,1,8,Orthodox,160.02,167.64,125,28,33,SUB,2.0,2:29,449.0,6,1,6,1,0,0,105,140,1607.521479299956,1553.8406412245586,0.15328804140127517,0,3,0,-0.038666755037116474,-0.01838241279069768,0.8093568181818183,-1,9,6,1,1,0.0,7.619999999999976,0,-5,0,0,0,-35,53.68083807539733
Donald Cerrone,Eddie Alvarez,0.6564178312285307,0.3435821687714693,2014-09-27,"Las Vegas, Nevada, USA", USA,1,0,Lightweight,MALE,3,0,0,0,20.5,0.44,0.4,1.14645,0.3385,0,0,0,0,0,Orthodox,175.26,175.26,155,0,4,0,9.671477272727273,0.10165671641791044,0.07840882352941177,0.20573115942028988,0.05599285714285714,3,27,0,4,11,Orthodox,185.42,185.42,155,31,30,DEC,3.0,5:00,900.0,3,4,0,0,0,1,73,60,1612.4599012735578,1500.0,0.3128356624570614,0,4,0,-10.828522727272727,-0.32159117647058827,-0.9407188405797101,3,27,0,4,11,10.159999999999997,10.159999999999997,0,1,3,4,-1,13,112.45990127355776
Dustin Poirier,Conor McGregor,0.5518047893234519,0.4481952106765481,2014-09-27,"Las Vegas, Nevada, USA", USA,0,0,Featherweight,MALE,3,0,3,0,6.5,0.12633333333333333,0.03076923076923077,0.21428571428571427,0.04933333333333333,0,5,0,0,3,Southpaw,175.26,187.96,155,0,3,0,11.00385652173913,0.10036170212765959,0.11945208333333333,0.2795836734693878,0.0633,2,23,0,3,8,Southpaw,175.26,182.88,155,25,26,KO/TKO,1.0,1:46,106.0,3,2,1,2,0,0,164,70,1586.0740802363844,1549.946778586144,0.10360957864690379,0,0,0,4.503856521739131,0.08868285256410256,0.06529795918367351,2,18,0,3,5,0.0,-5.0800000000000125,0,-1,2,0,0,94,36.12730165024027
Tim Kennedy,Yoel Romero,0.4761414837956993,0.5238585162043007,2014-09-27,"Las Vegas, Nevada, USA", USA,0,0,Middleweight,MALE,3,0,4,0,6.128721875,0.1719411764705882,0.017227777777777776,0.056842105263157895,0.016625,0,10,0,0,4,Southpaw,182.88,185.42,185,0,3,0,9.262986363636363,0.12958333333333336,0.023853846153846153,0.2914285714285714,0.07216666666666667,0,9,0,0,3,Orthodox,180.34,187.96,185,35,37,KO/TKO,3.0,0:58,658.0,2,1,1,3,0,0,164,161,1550.4307617525424,1567.021956749611,-0.04771703240860137,0,-1,0,3.1342644886363633,0.006626068376068377,0.23458646616541354,0,-1,0,0,-1,-2.539999999999992,2.5400000000000205,0,-2,1,-2,0,3,-16.59119499706867
Cat Zingano,Amanda Nunes,0.4779991974069807,0.5220008025930193,2014-09-27,"Las Vegas, Nevada, USA", USA,1,0,Women's Bantamweight,FEMALE,3,0,2,0,2.668333333333333,0.1557142857142857,0.03660625,0.3255555555555556,0.099,0,2,0,0,2,Orthodox,172.72,175.26,145,0,1,0,6.01,0.235,0.09761666666666667,0.2325,0.066,0,3,0,0,1,Southpaw,167.64,172.72,145,32,26,KO/TKO,3.0,1:21,681.0,0,1,0,2,0,0,532,325,1516.0,1531.2976013366472,-0.04400160518603857,0,-1,0,3.341666666666667,0.06101041666666667,-0.09305555555555559,0,1,0,0,-1,-5.0800000000000125,-2.539999999999992,0,6,0,-1,0,207,-15.297601336647176
Dominick Cruz,Takeya Mizugaki,0.4391531702041349,0.5608468297958651,2014-09-27,"Las Vegas, Nevada, USA", USA,1,0,Bantamweight,MALE,3,0,5,0,8.71460975609756,0.08630952380952381,0.013206976744186045,0.4160704545454546,0.12206666666666667,2,26,0,0,7,Orthodox,170.18,172.72,135,0,2,0,16.305,0.11571428571428573,0.0375,0.5555555555555556,0.0627,0,10,2,0,2,Orthodox,172.72,172.72,135,29,30,KO/TKO,1.0,1:01,61.0,2,0,6,1,0,0,1092,126,1533.4387739660467,1575.9300728158803,-0.12169365959173017,0,-3,0,7.590390243902439,0.024293023255813954,0.13948510101010098,-2,-16,2,0,-5,2.539999999999992,0.0,0,-1,-4,-1,0,966,-42.49129884983358
Jorge Masvidal,James Krause,0.5461109622802018,0.45388903771979816,2014-09-27,"Las Vegas, Nevada, USA", USA,1,0,Lightweight,MALE,3,0,1,0,15.954545454545455,0.11458333333333333,0.14615384615384613,0.18903214285714284,0.07256666666666667,1,5,0,1,2,Orthodox,187.96,185.42,170,0,2,0,9.051585714285714,0.10486363636363638,0.11159565217391304,0.6033229166666666,0.09774000000000001,1,14,0,1,4,Orthodox,180.34,187.96,170,29,28,DEC,3.0,5:00,900.0,3,0,0,1,0,0,63,126,1548.4320371795573,1516.2995569650857,0.09222192456040368,0,1,0,-6.902959740259741,-0.034558193979933094,0.4142907738095237,0,9,0,0,2,-7.6200000000000045,2.5400000000000205,0,1,3,-1,0,-63,32.13248021447157
Patrick Cote,Stephen Thompson,0.4415091825193742,0.5584908174806258,2014-09-27,"Las Vegas, Nevada, USA", USA,0,0,Welterweight,MALE,3,0,3,0,8.70317380952381,0.11886363636363635,0.014854347826086956,0.11152916666666667,0.03516,1,10,0,0,4,Orthodox,182.88,190.5,170,0,3,0,5.228538461538462,0.09551851851851853,0.03415357142857143,0.06594827586206896,0.02886666666666667,8,36,2,0,7,Orthodox,180.34,180.34,170,34,31,DEC,3.0,5:00,900.0,4,2,1,3,0,0,164,217,1505.4463380952207,1546.2768566993147,-0.11698163496125158,0,0,0,-3.4746353479853473,0.019299223602484473,-0.04558089080459771,7,26,2,0,3,-2.539999999999992,-10.159999999999997,0,3,3,-1,0,-53,-40.830518604094095
John Howard,Brian Ebersole,0.4363430395736174,0.5636569604263826,2014-09-27,"Las Vegas, Nevada, USA", USA,0,0,Welterweight,MALE,3,2,0,0,6.180771153846153,0.1292962962962963,0.0937482142857143,0.4417241379310345,0.059866666666666665,2,16,0,0,4,Southpaw,182.88,185.42,170,1,0,0,4.2321193548387095,0.12103124999999999,0.15056666666666668,0.6559294117647058,0.1262,4,28,0,0,6,Orthodox,170.18,180.34,170,31,33,DEC,3.0,5:00,900.0,4,2,3,1,0,0,169,315,1485.2614105037062,1529.736139195662,-0.12731392085276516,-1,0,0,-1.9486517990074432,0.056818452380952386,0.21420527383367127,2,12,0,0,2,-12.699999999999989,-5.079999999999984,0,-2,1,1,0,-146,-44.47472869195576
Jon Tuck,Kevin Lee,0.5230086524506038,0.4769913475493962,2014-09-27,"Las Vegas, Nevada, USA", USA,0,0,Lightweight,MALE,3,0,1,0,9.916666666666666,0.10142857142857142,0.3,0.23849444444444443,0.04585,1,6,0,0,1,Orthodox,175.26,195.58,170,0,1,0,9.818181818181818,0.10583333333333333,0.26153846153846155,0.0818892857142857,0.02256666666666667,1,9,0,0,2,Orthodox,180.34,185.42,155,30,22,DEC,3.0,5:00,900.0,1,1,1,0,0,0,112,83,1516.0297680383278,1500.030419015088,0.04601730490120759,0,0,0,-0.09848484848484773,-0.038461538461538436,-0.15660515873015873,0,3,0,0,1,5.0800000000000125,-10.160000000000025,-15,8,0,1,0,29,15.999349023239802
